pair,range_expansion,extreme_upper,extreme_lower,consecutive_bars,bars,exhaustions,signals,n_long,n_short,signal_rate,win_rate,mean_return,sharpe,ic,ic_pval,reduction_ratio
USDJPY,1.0,0.8,0.15,4,2049,56,31,11,20,1.5129331381161544,48.38709677419355,4.090010737721069e-05,4.300432851640876,0.20352015758999045,0.272148075804206,0.5535714285714286
USDJPY,1.0,0.85,0.35,2,2049,291,174,109,65,8.49194729136164,54.59770114942529,0.00016766199566157838,12.698420533204546,0.09449207880427421,0.2148906705064978,0.5979381443298969
USDJPY,1.0,0.85,0.35,3,2049,134,82,51,31,4.0019521717911175,53.65853658536586,0.00013909904289472868,10.260347335954673,0.09084671902398073,0.41696200140469414,0.6119402985074627
USDJPY,1.0,0.85,0.35,4,2049,70,44,28,16,2.1473889702293802,47.72727272727273,-2.5584515381989823e-05,-2.2519774820152914,-0.059529346364854366,0.7010925931087398,0.6285714285714286
USDJPY,1.0,0.85,0.3,2,2049,271,158,93,65,7.711078574914593,55.06329113924051,0.00018153868042395846,13.258521314751198,0.11152970921587038,0.16297613165752683,0.5830258302583026
USDJPY,1.0,0.85,0.3,3,2049,124,74,43,31,3.611517813567594,55.4054054054054,0.00016806371075124972,11.891005190974305,0.13399845068734043,0.2550303428051942,0.5967741935483871
USDJPY,1.0,0.85,0.3,4,2049,63,37,21,16,1.805758906783797,48.64864864864865,-5.991476969494917e-06,-0.49212870419296456,0.010218988991416097,0.9521335802936172,0.5873015873015873
USDJPY,1.0,0.85,0.25,2,2049,254,142,77,65,6.930209858467546,57.04225352112676,0.0002299273517200059,16.740976230299005,0.14879618865688365,0.07717949258549685,0.5590551181102362
USDJPY,1.0,0.85,0.25,3,2049,118,68,37,31,3.3186920448999513,57.35294117647059,0.00025913947002701213,19.416399923010623,0.20383852242082715,0.09545728053056314,0.576271186440678
USDJPY,1.0,0.85,0.25,4,2049,59,33,17,16,1.610541727672035,48.484848484848484,5.72964309186068e-05,4.881875792907083,0.07004617236491784,0.6985002897655929,0.559322033898305
USDJPY,1.0,0.85,0.2,2,2049,222,120,55,65,5.856515373352855,55.00000000000001,0.00021491099607467238,15.16456286461697,0.14219087712181266,0.12133313066377653,0.5405405405405406
